months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
2,19,wJ3757,IL,100/300,1000,1082.16,1000000,95090,MALE,PhD,Manager,Gaming,Single,9180.49,2621.93,2022-12-06,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,TX,Keithshire,"5240 Moses Common Suite 747, East Maria, OH 91749",12,1,NO,1,3,,12917.19,10609.93,4849.63,12506.9,Toyota,Model A,2002,N
49,42,pp2199,IL,500/1000,500,1173.07,2000000,07154,MALE,High School,Manager,Cooking,Divorced,7843.76,2829.28,2022-10-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,IL,Lake Jesse,"712 Tamara Estate Suite 773, Manuelton, WI 12226",15,2,YES,0,2,,28611.98,977.08,13967.11,5060.03,Ford,Model B,2022,N
119,22,Al3802,TX,250/500,2000,816.42,1000000,05264,FEMALE,Master,Doctor,Reading,Divorced,7454.57,1729.3,2025-05-10,Single Vehicle Collision,No Collision,Major Damage,Police,TX,Frenchburgh,"USNV Mcdowell, FPO AE 39611",19,3,,1,2,YES,32072.02,11861.45,7032.98,3808.01,Chevrolet,Model D,2013,Y
88,55,DP9154,FL,250/500,2000,865.84,0,71712,MALE,High School,Lawyer,Gaming,Married,7116.77,3169.5,2025-04-21,Vehicle Theft,Front Collision,Total Loss,Police,NY,Smallberg,"3152 Wong Stravenue Apt. 054, East Cheryl, MO 56560",0,2,NO,1,2,YES,7492.84,3217.18,7008.23,8543.73,Honda,Model A,2000,Y
46,53,li5161,NY,100/300,2000,1305.99,1000000,63081,MALE,Bachelor,Manager,Cooking,Single,7248.44,2797.68,2024-11-08,Multi-vehicle Collision,Side Collision,Trivial Damage,Fire,CA,Sharitown,"4549 Jose Lake, North Elizabeth, ME 21435",8,2,NO,1,1,YES,9193.16,4501.45,4846.41,11848.67,BMW,Model C,2007,N
77,57,xN8414,CA,500/1000,500,721.94,0,29448,FEMALE,Bachelor,Clerk,Cooking,Married,4402.23,2153.08,2023-12-03,Multi-vehicle Collision,Front Collision,Total Loss,Fire,FL,East Timothy,"8783 Erin Ranch Apt. 878, Christianshire, AR 72282",10,1,NO,1,2,,35052.93,7619.61,8850.25,4015.15,Honda,Model C,2012,N
15,54,ku3982,CA,100/300,2000,761.93,2000000,68703,MALE,Master,Doctor,Cooking,Married,8312.82,345.79,2024-10-09,Vehicle Theft,No Collision,Major Damage,Ambulance,CA,Wilsonborough,"87072 Bryant Centers Suite 406, Lisaborough, CA 06437",8,3,YES,2,3,NO,4624.29,14865.16,7448.9,6311.67,Chevrolet,Model D,2017,Y
102,41,eE5180,IL,100/300,2000,1422.96,0,04660,MALE,Bachelor,Doctor,Sports,Single,5632.2,3225.16,2024-01-29,Vehicle Theft,Front Collision,Trivial Damage,Police,NY,Robertberg,"6766 Felicia Shore Apt. 512, Ricebury, AL 99614",3,2,YES,2,1,NO,19331.86,7214.42,10353.55,10511.34,Ford,Model C,2000,N
14,36,Iy4786,FL,250/500,500,1348.19,2000000,30603,MALE,Bachelor,Lawyer,Traveling,Married,7842.7,2605.57,2020-08-31,Parked Car,No Collision,Minor Damage,Other,FL,South Michael,"69033 Craig Bypass, Harperton, WA 06299",10,1,NO,0,0,YES,42609.82,9895.56,10318.52,2883.13,Ford,Model B,2017,Y
43,53,WX7383,FL,500/1000,500,1317.98,2000000,07899,MALE,Associate,Manager,Cooking,Single,7373.88,4415.49,2023-11-23,Vehicle Theft,No Collision,Trivial Damage,Police,CA,New Victoria,"953 Walter Shore Apt. 644, New Stacyburgh, TX 56495",6,2,,0,0,,10161.03,5226.78,7134.48,4304.12,Honda,Model C,2019,N
79,43,YH7056,IL,250/500,1000,916.79,1000000,42278,MALE,Bachelor,Clerk,Sports,Single,6721.1,1565.93,2025-03-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,TX,Russellport,"34270 Faulkner Point Apt. 634, West Deborah, MN 12620",22,1,,1,3,,7755.5,6063.79,3193.43,9714.77,Ford,Model B,2015,N
18,29,RM3046,TX,500/1000,2000,648.25,1000000,79527,MALE,Master,Doctor,Gaming,Married,9638.29,2527.19,2025-01-11,Vehicle Theft,No Collision,Trivial Damage,Other,FL,Port Charlesshire,"3540 Sharon Streets, Lake Yvonnefort, IA 91678",15,1,YES,2,0,YES,15312.41,4485.37,8295.32,2939.03,Honda,Model D,2017,Y
74,25,Xs6385,TX,100/300,1000,1087.84,0,50395,FEMALE,PhD,Doctor,Cooking,Single,7359.89,3268.36,2022-03-19,Multi-vehicle Collision,Front Collision,Minor Damage,Other,TX,Fergusonstad,"771 Gill Island Apt. 556, New Michelleberg, KS 73024",11,1,NO,0,1,YES,40724.43,9024.9,5584.15,10805.93,Honda,Model B,2019,Y
101,31,mv9642,CA,250/500,2000,915.73,1000000,30650,MALE,Bachelor,Lawyer,Traveling,Divorced,2673.43,4290.08,2025-06-10,Single Vehicle Collision,Side Collision,Trivial Damage,Police,TX,Hudsonbury,"7772 Jackson Stravenue Suite 280, Port Melanieton, AL 54554",20,1,,0,1,YES,35858.35,12512.99,11541.37,10305.4,Honda,Model B,2018,N
81,44,nG3120,FL,500/1000,500,1170.26,0,60271,FEMALE,PhD,Lawyer,Traveling,Married,9502.54,1636.45,2021-08-23,Single Vehicle Collision,Rear Collision,Trivial Damage,Ambulance,NY,Brucefort,"88600 Nichols Heights, New Lisachester, HI 14527",17,2,YES,1,1,NO,14158.31,12510.98,5397.45,8880.04,Chevrolet,Model D,2010,Y
6,24,NH8233,FL,250/500,500,1436.49,0,33585,FEMALE,Master,Engineer,Cooking,Single,9956.94,4547.04,2021-04-17,Parked Car,Side Collision,Total Loss,Police,TX,Josephfurt,"9334 Desiree Walks Apt. 166, Tranton, AL 92624",8,1,NO,2,1,YES,20420.74,4929.88,10641.9,3895.09,Toyota,Model A,2000,Y
62,22,Kg1765,CA,100/300,500,1067.5,1000000,69727,MALE,High School,Lawyer,Reading,Married,6940.31,2388.5,2021-12-06,Multi-vehicle Collision,No Collision,Minor Damage,Police,NY,East Jasonshire,"48902 Smith Fords, Port Lori, MO 10585",10,2,NO,0,3,YES,32437.23,10318.49,1491.97,8667.72,Chevrolet,Model B,2014,N
93,31,yR2939,CA,500/1000,2000,1217.91,0,71353,MALE,High School,Doctor,Reading,Divorced,7300.09,1757.68,2023-01-07,Vehicle Theft,Front Collision,Major Damage,Fire,TX,Patrickberg,"501 Hall Club, Cassiefurt, MD 04384",20,1,YES,2,2,,2314.4,12782.52,13199.49,3478.96,Chevrolet,Model B,2023,N
38,59,Jy7735,NY,250/500,1000,947.3,0,57104,FEMALE,PhD,Engineer,Sports,Single,9868.83,4669.62,2022-10-19,Multi-vehicle Collision,No Collision,Trivial Damage,Ambulance,IL,Lake Brenda,"11426 Jodi Island Suite 110, Seanview, DC 11943",21,1,NO,0,0,,4309.1,4301.69,1077.49,1376.8,Honda,Model C,2020,N
55,62,GA6788,FL,250/500,2000,1082.91,2000000,14039,MALE,Bachelor,Engineer,Traveling,Single,5113.05,1015.99,2022-01-25,Multi-vehicle Collision,Front Collision,Trivial Damage,Police,TX,North Michaelland,"0466 Jenny Points Apt. 982, Jacksonview, KY 65135",22,2,,0,0,YES,5224.43,6800.01,7073.89,9328.07,BMW,Model B,2003,Y
91,26,At1264,NY,250/500,1000,1457.71,2000000,63970,FEMALE,Associate,Lawyer,Gaming,Divorced,7811.24,1343.82,2021-09-18,Single Vehicle Collision,Rear Collision,Total Loss,Other,TX,West Johnathanbury,"937 Derek Avenue Suite 596, Scottchester, SD 78409",16,1,NO,2,0,NO,23304.69,5721.8,7744.35,8719.85,BMW,Model B,2008,Y
115,54,Eu4593,NY,250/500,2000,1057.94,0,23784,MALE,Associate,Engineer,Cooking,Married,3829.79,750.42,2021-08-18,Single Vehicle Collision,No Collision,Major Damage,Ambulance,CA,Novakport,"356 Velasquez Lock Suite 193, Lake Katrina, VA 61006",13,3,NO,1,0,,19267.6,7779.59,13578.14,3100.49,Chevrolet,Model A,2012,Y
113,47,RF7416,TX,500/1000,1000,677.75,1000000,18743,MALE,Bachelor,Doctor,Traveling,Divorced,7845.07,3697.88,2022-04-04,Multi-vehicle Collision,No Collision,Total Loss,Other,CA,Johnberg,"79796 Stephens Turnpike Suite 891, Port Johnstad, SD 80805",23,3,YES,0,0,NO,2171.6,8352.41,9721.16,10555.18,Toyota,Model C,2000,N
109,65,ga9656,TX,250/500,500,1076.83,0,13425,FEMALE,Master,Engineer,Gaming,Divorced,2798.25,219.5,2020-11-06,Multi-vehicle Collision,No Collision,Total Loss,Other,NY,Jeffreyhaven,"5679 Michael Burg, Garciachester, CO 15714",18,1,,0,3,YES,30002.89,1403.1,10105.44,2395.27,BMW,Model C,2010,N
90,65,Yn5457,TX,500/1000,1000,844.76,0,68804,MALE,Associate,Clerk,Reading,Single,1056.58,2247.83,2021-09-05,Parked Car,No Collision,Minor Damage,Ambulance,CA,Baileyville,"1401 Melinda Rue Apt. 238, New Ethan, NE 61063",14,2,NO,1,0,YES,8723.15,10447.8,12482.61,10604.73,Toyota,Model B,2010,Y
12,63,zb6226,CA,500/1000,1000,1062.11,2000000,97151,FEMALE,Bachelor,Doctor,Reading,Married,8546.01,2779.77,2022-06-12,Multi-vehicle Collision,Rear Collision,Trivial Damage,Police,CA,South Brittany,"41918 Michael Flat, Wilsonfort, SC 41579",3,1,YES,0,1,YES,41360.0,5897.48,9639.31,9847.93,Chevrolet,Model C,2002,Y
9,30,ww9691,FL,250/500,500,1414.57,1000000,60513,MALE,High School,Manager,Reading,Single,9241.32,2165.78,2023-10-12,Vehicle Theft,No Collision,Minor Damage,Other,FL,Port Emily,"251 Kevin Falls, Heatherhaven, MT 78675",5,2,YES,0,2,NO,22854.56,2655.16,9404.55,9446.17,BMW,Model D,2013,N
8,23,FO9662,TX,500/1000,500,977.31,2000000,70936,MALE,PhD,Engineer,Cooking,Divorced,3591.12,2722.59,2021-08-24,Vehicle Theft,Front Collision,Total Loss,Other,TX,New Garrett,"7905 Todd Fields, Maynardhaven, NM 54127",5,1,NO,2,1,YES,44892.47,11788.81,1349.57,14877.2,Chevrolet,Model C,2018,Y
21,24,fK6772,CA,100/300,500,839.87,2000000,04545,MALE,Associate,Clerk,Cooking,Married,9352.06,4957.71,2024-08-27,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,TX,West Antonio,"79788 Ashley Grove Suite 807, South Curtis, SD 98981",18,1,,2,2,,28616.72,8665.08,3229.39,14826.09,Honda,Model C,2005,N
5,23,wf4074,NY,250/500,2000,796.93,2000000,58050,FEMALE,High School,Lawyer,Sports,Single,8064.45,1703.8,2022-07-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,CA,Port Lisaborough,"962 Kristen Via Apt. 095, Candiceburgh, VT 38857",18,3,YES,0,2,YES,19305.95,14157.89,6236.14,1964.97,BMW,Model C,2004,Y
94,45,iW9481,FL,100/300,1000,756.78,2000000,54449,FEMALE,Associate,Clerk,Gaming,Married,3068.23,3442.49,2022-12-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,IL,West Michelleberg,"25367 Barbara Grove, Brooksland, WY 12703",1,1,,1,1,,28711.96,14081.97,2539.33,11307.48,Ford,Model C,2010,Y
82,23,Fu8457,TX,500/1000,500,838.69,0,76779,MALE,Bachelor,Lawyer,Reading,Divorced,12.81,1929.69,2023-11-25,Vehicle Theft,Side Collision,Trivial Damage,Other,FL,Port Kimland,"518 Robinson Meadow Apt. 745, Matthewshire, OK 64115",11,3,NO,0,3,,32897.51,10463.83,2858.52,1568.79,Toyota,Model C,2000,N
34,24,bh0017,NY,500/1000,500,1399.14,0,21208,MALE,PhD,Engineer,Traveling,Divorced,9852.76,4466.13,2023-05-25,Single Vehicle Collision,No Collision,Major Damage,Other,CA,Bryantchester,"424 Diamond Glen, West Elizabethburgh, MO 82500",1,1,NO,0,1,NO,35162.64,10969.55,11084.62,4346.34,BMW,Model C,2007,Y
7,43,an3611,IL,100/300,1000,738.23,1000000,62997,MALE,Master,Engineer,Traveling,Divorced,6250.91,2401.64,2023-01-27,Single Vehicle Collision,Rear Collision,Major Damage,Fire,TX,East Brittneyhaven,"51627 Jeremy Corners, North Lawrenceport, MS 99218",2,2,YES,1,3,NO,24965.74,10085.08,1821.48,8389.83,Ford,Model C,2012,N
24,46,aN2189,NY,500/1000,1000,1018.55,0,85700,FEMALE,PhD,Engineer,Gaming,Divorced,6674.68,428.54,2021-08-09,Parked Car,No Collision,Major Damage,Police,FL,South Michael,"9731 Donald Crossing, Bellchester, WY 18828",16,2,,2,3,,44201.04,7405.8,1644.85,13590.27,Toyota,Model B,2003,N
23,28,MM4138,CA,250/500,500,638.41,0,95027,FEMALE,Associate,Doctor,Sports,Married,3197.49,3635.52,2022-07-31,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,IL,Kimberlytown,"89836 Lucas Tunnel Apt. 761, South Danielle, NC 02082",10,2,,1,0,,31529.84,8077.15,6584.11,6509.41,Ford,Model A,2003,Y
101,36,Ax5269,IL,500/1000,1000,837.72,2000000,72113,FEMALE,PhD,Clerk,Cooking,Single,1722.0,2014.87,2023-07-18,Vehicle Theft,Rear Collision,Trivial Damage,Ambulance,CA,Port Thomas,"Unit 1091 Box 0430, DPO AE 52664",1,3,NO,1,2,YES,17555.44,12007.95,5008.76,12721.28,Toyota,Model B,2004,N
96,46,Sz4866,TX,500/1000,2000,975.1,2000000,11304,MALE,Associate,Manager,Gaming,Married,7409.45,3797.47,2024-10-12,Parked Car,Rear Collision,Major Damage,Police,TX,West Christopher,"85691 Hale Stream, North John, DE 59925",22,3,NO,0,0,YES,10445.41,12577.48,12636.16,4117.61,Honda,Model A,2011,Y
36,41,Ti4210,FL,100/300,1000,1171.87,0,92447,MALE,Associate,Lawyer,Cooking,Divorced,4461.03,4802.6,2020-12-09,Vehicle Theft,Front Collision,Total Loss,Fire,TX,East Tylerstad,"52410 Roman Groves Apt. 491, Gibsonstad, NM 74803",23,3,YES,1,0,NO,3432.9,12880.41,11807.54,3607.62,Ford,Model B,2021,Y
35,59,KR5241,FL,100/300,500,1378.17,2000000,95237,MALE,Master,Doctor,Gaming,Divorced,8008.65,1118.85,2021-11-22,Parked Car,Front Collision,Trivial Damage,Other,TX,East Joycetown,"07562 Sarah Walks, New Lindachester, MD 33041",14,2,YES,1,2,,26511.26,9542.29,8975.06,606.54,BMW,Model C,2009,Y
62,22,xh5419,TX,500/1000,2000,892.62,1000000,66304,FEMALE,Bachelor,Doctor,Gaming,Divorced,7654.74,4498.44,2024-01-06,Vehicle Theft,Front Collision,Major Damage,Police,FL,East Jeffreyhaven,"Unit 6174 Box 4518, DPO AA 01545",9,2,NO,1,3,,2730.63,10767.0,8794.62,3253.77,Ford,Model D,2021,N
65,37,VN3494,CA,100/300,2000,763.02,0,32296,FEMALE,Associate,Lawyer,Sports,Single,9469.23,4497.96,2023-08-12,Single Vehicle Collision,Side Collision,Total Loss,Fire,TX,Richardsonfort,"Unit 3832 Box 0603, DPO AP 45907",13,2,NO,1,2,NO,42709.48,7322.78,13062.7,8961.83,Chevrolet,Model A,2015,Y
65,25,gn5064,FL,100/300,1000,971.8,0,69944,MALE,Associate,Lawyer,Cooking,Divorced,8928.45,4933.25,2020-07-21,Multi-vehicle Collision,Front Collision,Major Damage,Police,FL,South Travis,"410 Phyllis Pike, Haynesstad, WA 11629",10,3,YES,1,0,YES,23150.61,3536.04,11716.36,8856.04,Ford,Model D,2002,Y
79,45,eL1826,FL,500/1000,1000,1468.8,1000000,74926,MALE,High School,Clerk,Gaming,Divorced,3731.01,70.39,2025-05-31,Parked Car,Side Collision,Minor Damage,Police,CA,South Elaineberg,"6557 Hall Flats Apt. 912, East Shannonmouth, DE 70745",7,3,NO,1,1,YES,19793.97,9035.72,2921.79,12445.74,BMW,Model C,2014,N
56,61,qh3747,CA,500/1000,1000,923.33,0,12352,MALE,Master,Engineer,Gaming,Single,7271.69,656.03,2023-07-10,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Port Gina,"52135 Palmer Springs, Jorgeburgh, MO 59771",12,3,NO,2,0,,49739.33,10098.56,9976.73,786.26,Toyota,Model D,2014,N
16,53,gZ8317,TX,500/1000,2000,737.81,2000000,18823,MALE,Bachelor,Manager,Reading,Divorced,5203.09,3113.99,2025-03-15,Multi-vehicle Collision,No Collision,Minor Damage,Police,TX,North Bryanbury,"1994 Andrew Circles Apt. 721, Davidmouth, GA 75721",3,1,NO,0,1,NO,41743.44,14610.24,5689.87,6441.47,Ford,Model A,2017,N
117,31,RB6706,FL,500/1000,500,602.46,2000000,23151,MALE,High School,Clerk,Cooking,Single,9494.46,3897.63,2024-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Fire,FL,Jasonburgh,"09993 Porter Plaza Suite 014, Taylorborough, NC 33157",9,2,NO,0,0,YES,43832.88,12857.61,5723.11,10313.11,Honda,Model A,2003,Y
2,26,IY0657,CA,500/1000,1000,1405.07,2000000,64028,FEMALE,High School,Lawyer,Traveling,Single,1138.32,2001.25,2025-02-05,Vehicle Theft,Front Collision,Trivial Damage,Other,FL,Robertahaven,"05930 Brown Mountains Suite 932, East Dianeview, WY 97108",20,1,YES,0,0,YES,6081.94,13712.79,7498.79,8749.68,Honda,Model B,2019,N
100,40,ll3965,IL,250/500,2000,1391.96,2000000,31506,MALE,Master,Manager,Reading,Married,4406.88,316.68,2020-12-12,Parked Car,Rear Collision,Major Damage,Ambulance,IL,Lindastad,"PSC 0599, Box 2937, APO AP 41009",16,3,,2,0,NO,33423.95,4104.37,5513.37,10306.29,Honda,Model B,2017,Y
2,59,oM7010,CA,100/300,1000,1366.68,0,29180,MALE,Master,Lawyer,Gaming,Married,9701.45,251.75,2021-12-19,Multi-vehicle Collision,No Collision,Trivial Damage,Fire,NY,New Timothymouth,"PSC 3252, Box 5002, APO AP 92866",14,2,,1,0,NO,22906.34,2221.25,7711.91,9973.91,Toyota,Model D,2013,Y
72,53,xT1851,NY,250/500,2000,1466.85,2000000,87288,FEMALE,PhD,Clerk,Gaming,Divorced,6714.74,4751.78,2021-09-05,Parked Car,Rear Collision,Major Damage,Other,TX,Willismouth,"67528 Walker Radial, South Kurt, LA 17192",17,3,,1,2,,23174.09,1912.84,10054.2,531.86,BMW,Model C,2017,N
90,24,cl0969,NY,250/500,1000,726.4,2000000,79457,FEMALE,High School,Lawyer,Sports,Single,1875.43,4651.08,2021-12-26,Vehicle Theft,Side Collision,Trivial Damage,Fire,TX,Samanthabury,"2513 Haas Expressway, Port Jennamouth, AL 35262",3,2,YES,2,0,NO,23412.01,9045.08,7810.86,14475.89,Toyota,Model A,2017,N
108,55,Yg3154,FL,100/300,500,1222.64,0,94927,MALE,High School,Manager,Sports,Divorced,8826.96,2520.55,2022-04-04,Vehicle Theft,No Collision,Major Damage,Ambulance,FL,North Paulchester,"Unit 6765 Box 8617, DPO AP 85824",10,2,NO,0,1,NO,30523.7,13353.33,7928.27,12724.58,Chevrolet,Model C,2022,Y
26,31,sb2710,IL,100/300,1000,1217.95,2000000,42275,MALE,Associate,Clerk,Sports,Divorced,6368.77,3551.76,2022-05-23,Parked Car,No Collision,Trivial Damage,Ambulance,FL,Stephanieland,"18159 Bush Meadows Apt. 962, North Markborough, UT 73129",0,3,YES,0,3,YES,3600.18,1320.77,4371.18,11890.22,BMW,Model C,2004,Y
89,68,gd4443,TX,250/500,2000,629.08,1000000,51999,MALE,PhD,Clerk,Gaming,Divorced,6471.19,1944.43,2025-01-25,Parked Car,Rear Collision,Trivial Damage,Other,FL,Hernandezstad,"9731 Jamie Route, Tiffanyfort, DE 40917",21,2,,0,0,,13315.72,9498.14,11823.41,13116.71,Ford,Model C,2018,Y
100,64,PI7741,CA,500/1000,1000,759.68,2000000,51294,MALE,Associate,Doctor,Sports,Single,3771.98,2142.54,2023-11-08,Parked Car,Side Collision,Major Damage,Ambulance,NY,West Nicole,"47743 Elliott Drive Apt. 158, Arellanoshire, OH 08494",10,2,,0,0,YES,46502.78,9154.76,11718.08,9567.82,BMW,Model D,2018,N
10,68,Kp8687,TX,100/300,500,1461.29,2000000,62925,MALE,PhD,Doctor,Cooking,Divorced,5370.36,459.73,2023-10-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,TX,Christianton,"72233 Brad Common, Harrisberg, PA 34302",9,1,,2,3,,41360.73,14726.43,627.65,10199.61,Honda,Model B,2020,Y
6,61,zJ1168,TX,500/1000,500,947.29,2000000,43247,FEMALE,High School,Clerk,Traveling,Divorced,8028.17,2227.78,2023-03-12,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,IL,Apriltown,"62299 Sara Port Apt. 485, Bakerfort, PA 62504",2,1,YES,2,0,,4208.12,10219.86,11716.94,13041.79,Honda,Model A,2006,N
83,70,NM2462,NY,100/300,2000,738.38,1000000,89736,FEMALE,High School,Engineer,Reading,Single,1779.92,1259.54,2020-10-16,Single Vehicle Collision,Side Collision,Total Loss,Other,FL,Williamsmouth,"745 Matthew Underpass, Larryfort, UT 90265",14,3,NO,1,2,YES,20085.59,2215.43,585.53,10944.14,Toyota,Model A,2022,Y
46,50,Xu3247,NY,500/1000,2000,871.22,0,35814,FEMALE,Master,Manager,Cooking,Divorced,308.19,781.62,2021-04-23,Multi-vehicle Collision,Side Collision,Trivial Damage,Ambulance,CA,Jacobsland,"7850 Cameron Station, Taylorhaven, OK 04295",9,3,,2,2,YES,28122.69,8548.51,2286.91,572.93,Chevrolet,Model D,2017,Y
40,31,cD3303,TX,250/500,1000,1415.07,2000000,07127,MALE,Associate,Doctor,Gaming,Divorced,8347.48,971.63,2021-12-13,Multi-vehicle Collision,Rear Collision,Trivial Damage,Police,TX,Janetview,"610 Nathan Ranch Suite 279, Maxview, UT 12348",21,1,NO,0,1,,29449.19,14297.33,5678.51,10233.79,Ford,Model A,2009,Y
116,30,KX0602,TX,500/1000,1000,895.51,2000000,28592,FEMALE,PhD,Doctor,Sports,Divorced,3644.93,1581.67,2022-11-24,Vehicle Theft,Side Collision,Minor Damage,Ambulance,CA,Lake Jeffrey,"007 Deborah Rapid Apt. 349, Jenniferview, MS 46207",7,3,,2,3,NO,42165.39,2447.43,11128.11,13229.34,Honda,Model D,2011,N
63,53,RH4374,NY,250/500,2000,1145.96,1000000,82238,MALE,PhD,Doctor,Traveling,Divorced,8863.36,382.31,2024-05-18,Single Vehicle Collision,Rear Collision,Minor Damage,Other,IL,Silvatown,"994 Cohen Orchard Apt. 545, Joseport, FL 68303",6,1,,1,3,,38984.66,5804.37,3737.95,11696.1,BMW,Model B,2014,Y
51,41,Ri0965,IL,250/500,2000,814.99,2000000,95041,MALE,PhD,Doctor,Cooking,Single,1791.45,4743.56,2022-07-08,Multi-vehicle Collision,No Collision,Total Loss,Police,CA,Lake Tylerport,"6099 Matthew Station Apt. 875, Meganside, LA 13294",15,1,YES,1,2,YES,3097.61,3498.22,13662.03,5738.14,Honda,Model D,2001,Y
84,38,Rv2482,NY,100/300,2000,1170.21,1000000,86279,FEMALE,PhD,Clerk,Sports,Single,3766.6,1892.59,2024-06-23,Single Vehicle Collision,Front Collision,Trivial Damage,Fire,IL,East Michaelport,"4947 Thomas Way Apt. 738, Port Erinhaven, MT 07587",12,2,NO,1,3,,1323.29,13289.5,6878.53,3834.87,Chevrolet,Model C,2006,Y
24,28,KD2356,TX,100/300,2000,1335.26,2000000,19273,MALE,Master,Lawyer,Reading,Married,6752.29,2395.11,2021-10-03,Multi-vehicle Collision,No Collision,Minor Damage,Fire,NY,Michelleburgh,"2500 Hill Trace Apt. 927, East Christinachester, NE 63074",4,3,,0,1,,26119.5,13416.57,2629.54,2911.95,Ford,Model D,2019,Y
113,64,Ux0083,TX,250/500,500,1004.28,1000000,02346,FEMALE,Associate,Doctor,Cooking,Divorced,1427.12,2913.23,2023-09-25,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,FL,Katherinehaven,"335 Anderson Lights, Garyton, LA 60260",19,3,YES,0,3,NO,7478.45,740.16,8079.31,13685.42,Honda,Model B,2019,Y
23,48,Ri9856,IL,100/300,500,1389.98,2000000,45423,MALE,High School,Manager,Gaming,Divorced,5392.86,6.0,2024-11-24,Vehicle Theft,No Collision,Total Loss,Police,IL,Howardborough,"33230 David Station Apt. 648, New Virginiaville, AK 06823",13,1,NO,1,2,,40426.43,13663.95,12639.26,8853.75,Honda,Model B,2008,N
99,32,Jq6761,NY,500/1000,2000,1389.09,1000000,62681,FEMALE,Associate,Engineer,Reading,Divorced,5225.41,2598.81,2021-06-16,Vehicle Theft,Side Collision,Total Loss,Other,TX,East Heather,"1849 Robert Cove Apt. 411, Gonzalezborough, KS 69070",3,1,NO,2,2,NO,42893.87,6641.64,5801.84,4495.63,Honda,Model B,2013,N
23,41,cJ5642,IL,100/300,1000,828.4,1000000,65559,FEMALE,Master,Doctor,Reading,Divorced,2297.71,3915.55,2022-03-10,Multi-vehicle Collision,Rear Collision,Major Damage,Other,TX,Lake Sarah,"11972 Kimberly Club, West Dawnmouth, KS 61354",17,3,,2,0,YES,20066.08,9720.21,12163.36,12437.2,Honda,Model D,2002,Y
34,32,xZ1204,TX,250/500,2000,633.98,1000000,89206,FEMALE,PhD,Clerk,Traveling,Divorced,9635.3,287.32,2020-11-24,Multi-vehicle Collision,No Collision,Trivial Damage,Police,CA,Ronaldville,"22557 Johns Course, Lisaburgh, MO 52962",21,3,NO,0,0,,26016.84,10627.52,9420.25,10273.35,BMW,Model B,2020,Y
21,23,PZ4676,TX,500/1000,1000,1202.7,1000000,22361,MALE,PhD,Engineer,Reading,Single,5495.93,3630.69,2024-05-10,Parked Car,Front Collision,Total Loss,Fire,IL,East Heatherton,"Unit 2169 Box 7972, DPO AP 50275",6,2,NO,2,0,NO,9576.7,7840.45,8600.15,7795.95,BMW,Model A,2016,N
113,52,Fh9027,IL,500/1000,2000,998.49,1000000,54408,FEMALE,Associate,Lawyer,Cooking,Divorced,4607.2,2934.13,2023-07-11,Single Vehicle Collision,No Collision,Minor Damage,Ambulance,NY,Williamsview,"899 Tiffany Skyway, Aprilville, TN 95744",12,3,YES,2,1,NO,21208.87,5619.9,8266.95,10661.87,BMW,Model B,2009,Y
